operator,department,employee_profile,device_category,estimated_price_mad,budget_risk_score,risk_level,alert_flag,recommendation,real_price_range,real_price_label,predicted_price_range,predicted_price_label,prediction_confidence
Orange Maroc,IT,Usage standard,Haut de gamme,4500,62.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9875
Orange Maroc,Finance,Usage intensif,Haut de gamme,4500,62.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9888
inwi,Commercial,Usage premium,Premium,7000,92.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,2,Haut de gamme,0.8994
Maroc Telecom,Support,Usage basique,Haut de gamme,4500,62.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9799
inwi,Support,Usage standard,Entrée de gamme,1200,19.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
Orange Maroc,Commercial,Usage premium,Premium,7000,94.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.8237
inwi,IT,Usage standard,Premium,7000,96.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9969
Maroc Telecom,Finance,Usage intensif,Milieu de gamme,2500,35.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9742
Orange Maroc,Finance,Usage basique,Entrée de gamme,1200,17.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
inwi,Finance,Usage premium,Entrée de gamme,1200,22.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9974
Maroc Telecom,Commercial,Usage intensif,Premium,7000,91.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9865
inwi,Commercial,Usage premium,Haut de gamme,4500,61.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9816
Orange Maroc,RH,Usage intensif,Haut de gamme,4500,65.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9944
Maroc Telecom,RH,Usage standard,Entrée de gamme,1200,22.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9992
Maroc Telecom,Support,Usage premium,Premium,7000,92.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9992
Orange Maroc,Support,Usage standard,Haut de gamme,4500,66.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9587
Maroc Telecom,Finance,Usage standard,Entrée de gamme,1200,21.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
Orange Maroc,Direction,Usage intensif,Premium,7000,90.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9712
Maroc Telecom,Direction,Usage intensif,Haut de gamme,4500,64.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9946
Orange Maroc,Finance,Usage premium,Entrée de gamme,1200,19.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9779
Maroc Telecom,RH,Usage basique,Milieu de gamme,2500,38.6,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9858
inwi,Commercial,Usage intensif,Haut de gamme,4500,61.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.7137
inwi,Direction,Usage intensif,Haut de gamme,4500,65.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9894
inwi,Support,Usage basique,Milieu de gamme,2500,39.9,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9964
Orange Maroc,IT,Usage standard,Entrée de gamme,1200,22.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9922
Maroc Telecom,RH,Usage standard,Haut de gamme,4500,66.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9875
inwi,Commercial,Usage standard,Entrée de gamme,1200,19.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9993
Maroc Telecom,Commercial,Usage premium,Haut de gamme,4500,65.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9852
Maroc Telecom,Finance,Usage intensif,Milieu de gamme,2500,39.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9964
Maroc Telecom,Support,Usage intensif,Haut de gamme,4500,65.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9892
Orange Maroc,Commercial,Usage premium,Milieu de gamme,2500,42.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.933
inwi,Support,Usage standard,Milieu de gamme,2500,39.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9924
Orange Maroc,Support,Usage intensif,Premium,7000,97.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.999
Maroc Telecom,Support,Usage standard,Entrée de gamme,1200,19.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
Maroc Telecom,RH,Usage premium,Milieu de gamme,2500,41.7,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9635
inwi,Commercial,Usage basique,Milieu de gamme,2500,38.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.93
Maroc Telecom,IT,Usage premium,Haut de gamme,4500,66.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9649
Orange Maroc,Commercial,Usage basique,Entrée de gamme,1200,18.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9995
Maroc Telecom,IT,Usage standard,Premium,7000,94.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9996
inwi,Commercial,Usage intensif,Milieu de gamme,2500,40.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9904
Orange Maroc,Finance,Usage standard,Haut de gamme,4500,62.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9857
Maroc Telecom,IT,Usage intensif,Haut de gamme,4500,65.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9478
Maroc Telecom,IT,Usage standard,Milieu de gamme,2500,38.5,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9945
Orange Maroc,IT,Usage intensif,Premium,7000,92.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9786
Orange Maroc,Support,Usage basique,Haut de gamme,4500,66.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9643
Maroc Telecom,Support,Usage basique,Entrée de gamme,1200,21.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9997
inwi,Commercial,Usage standard,Haut de gamme,4500,65.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9807
Maroc Telecom,IT,Usage standard,Haut de gamme,4500,61.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9638
Maroc Telecom,IT,Usage basique,Haut de gamme,4500,63.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.7266
inwi,IT,Usage standard,Premium,7000,89.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9552
Maroc Telecom,IT,Usage standard,Entrée de gamme,1200,20.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.99
Orange Maroc,Support,Usage basique,Entrée de gamme,1200,18.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9855
Maroc Telecom,Finance,Usage standard,Premium,7000,91.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9953
Maroc Telecom,RH,Usage premium,Haut de gamme,4500,65.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9951
inwi,IT,Usage basique,Milieu de gamme,2500,37.0,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9712
Maroc Telecom,Finance,Usage standard,Haut de gamme,4500,64.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9966
inwi,Commercial,Usage intensif,Entrée de gamme,1200,16.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
Maroc Telecom,Commercial,Usage standard,Entrée de gamme,1200,19.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
Maroc Telecom,Finance,Usage intensif,Haut de gamme,4500,64.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9807
Maroc Telecom,IT,Usage standard,Premium,7000,95.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Orange Maroc,RH,Usage standard,Haut de gamme,4500,62.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9821
Maroc Telecom,Finance,Usage basique,Entrée de gamme,1200,24.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9964
inwi,Finance,Usage intensif,Entrée de gamme,1200,23.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9991
Orange Maroc,Direction,Usage intensif,Entrée de gamme,1200,24.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9931
inwi,Commercial,Usage basique,Haut de gamme,4500,63.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.8522
Maroc Telecom,Commercial,Usage standard,Premium,7000,92.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9993
inwi,RH,Usage premium,Entrée de gamme,1200,24.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9941
inwi,RH,Usage standard,Haut de gamme,4500,64.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9652
inwi,Commercial,Usage standard,Haut de gamme,4500,64.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9969
inwi,Commercial,Usage premium,Milieu de gamme,2500,38.2,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9977
inwi,Support,Usage intensif,Milieu de gamme,2500,37.7,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.985
Orange Maroc,IT,Usage standard,Milieu de gamme,2500,37.7,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9854
Maroc Telecom,Commercial,Usage intensif,Haut de gamme,4500,61.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.8357
Maroc Telecom,RH,Usage premium,Milieu de gamme,2500,36.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9606
inwi,Support,Usage standard,Entrée de gamme,1200,24.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9958
Orange Maroc,Commercial,Usage standard,Haut de gamme,4500,59.4,Moyen,0,Appareil conforme au besoin,2,Haut de gamme,2,Haut de gamme,0.9868
inwi,Commercial,Usage standard,Milieu de gamme,2500,41.0,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9928
Orange Maroc,IT,Usage premium,Premium,7000,93.8,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.995
Maroc Telecom,Commercial,Usage intensif,Premium,7000,91.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9811
Maroc Telecom,IT,Usage basique,Entrée de gamme,1200,17.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9989
Orange Maroc,RH,Usage premium,Entrée de gamme,1200,20.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9984
Maroc Telecom,IT,Usage standard,Haut de gamme,4500,66.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9922
Maroc Telecom,Commercial,Usage basique,Premium,7000,94.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.981
Orange Maroc,Finance,Usage standard,Milieu de gamme,2500,42.4,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9849
Maroc Telecom,RH,Usage standard,Premium,7000,95.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9952
Orange Maroc,Support,Usage premium,Milieu de gamme,2500,42.2,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.987
Maroc Telecom,Finance,Usage basique,Entrée de gamme,1200,20.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
inwi,Commercial,Usage intensif,Premium,7000,95.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
Maroc Telecom,RH,Usage standard,Premium,7000,96.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Orange Maroc,IT,Usage basique,Entrée de gamme,1200,21.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9887
Maroc Telecom,Support,Usage premium,Milieu de gamme,2500,38.7,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9974
Maroc Telecom,IT,Usage standard,Premium,7000,88.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9601
Maroc Telecom,Commercial,Usage standard,Milieu de gamme,2500,35.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9627
Orange Maroc,Commercial,Usage standard,Milieu de gamme,2500,34.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9385
Orange Maroc,Commercial,Usage premium,Haut de gamme,4500,66.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9714
Maroc Telecom,Commercial,Usage standard,Premium,7000,94.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9988
Orange Maroc,Finance,Usage basique,Entrée de gamme,1200,24.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9708
inwi,IT,Usage basique,Premium,7000,92.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9883
inwi,Support,Usage standard,Entrée de gamme,1200,19.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9992
Maroc Telecom,Commercial,Usage intensif,Milieu de gamme,2500,40.5,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.7311
Orange Maroc,Support,Usage standard,Milieu de gamme,2500,42.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9927
Maroc Telecom,Support,Usage basique,Premium,7000,96.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9986
Maroc Telecom,Support,Usage basique,Haut de gamme,4500,63.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9945
inwi,Commercial,Usage standard,Entrée de gamme,1200,23.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9994
Maroc Telecom,RH,Usage premium,Entrée de gamme,1200,20.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
Orange Maroc,Support,Usage standard,Premium,7000,96.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
Orange Maroc,Commercial,Usage premium,Milieu de gamme,2500,38.5,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9715
Orange Maroc,Finance,Usage standard,Premium,7000,95.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
Orange Maroc,Support,Usage basique,Milieu de gamme,2500,37.6,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9928
Maroc Telecom,Support,Usage premium,Haut de gamme,4500,62.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9934
Maroc Telecom,Commercial,Usage standard,Haut de gamme,4500,60.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9502
Orange Maroc,IT,Usage intensif,Premium,7000,93.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9882
Maroc Telecom,RH,Usage premium,Entrée de gamme,1200,17.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9995
Maroc Telecom,Support,Usage basique,Premium,7000,93.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9988
Maroc Telecom,Direction,Usage basique,Milieu de gamme,2500,38.3,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9686
Maroc Telecom,Finance,Usage intensif,Milieu de gamme,2500,37.6,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9826
Maroc Telecom,IT,Usage standard,Entrée de gamme,1200,20.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9986
Maroc Telecom,Support,Usage basique,Premium,7000,92.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9952
Orange Maroc,RH,Usage basique,Entrée de gamme,1200,25.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9313
Orange Maroc,Commercial,Usage basique,Haut de gamme,4500,60.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9455
inwi,Direction,Usage intensif,Entrée de gamme,1200,16.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.998
Maroc Telecom,IT,Usage basique,Haut de gamme,4500,64.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9857
Maroc Telecom,Commercial,Usage standard,Haut de gamme,4500,65.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9456
Maroc Telecom,IT,Usage intensif,Premium,7000,93.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9991
Orange Maroc,RH,Usage standard,Haut de gamme,4500,63.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9908
Orange Maroc,Support,Usage basique,Entrée de gamme,1200,18.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
Maroc Telecom,RH,Usage intensif,Premium,7000,92.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.997
inwi,Direction,Usage basique,Milieu de gamme,2500,40.5,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9882
Maroc Telecom,Commercial,Usage intensif,Entrée de gamme,1200,25.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9985
Orange Maroc,Finance,Usage premium,Premium,7000,91.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.6621
Orange Maroc,Finance,Usage standard,Premium,7000,94.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9992
